1,1996 World Champion,=PROMO,Christopher Rush,WUBRG,Special,Celebration Cards
155,Flight Spellbomb,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=210233,Franz Vohwinkel,,C,Scars of Mirrodin
57,Flock of Rabid Sheep,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=9759,Anthony S. Waters,Green,U,Unglued
316,Flooded Strand,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=39503,Rob Alexander,,R,Onslaught
44,Flooded Strand,=PROMO,Rob Alexander,,Special,Judge Gift Program
,Floral Spuzzem,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=1527,Rob Alexander,Green,U,Legends
,Flying Carpet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=221106,Mark Tedin,,R,Fifth Edition
,Flying Carpet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=221106,Mark Tedin,,R,Fourth Edition
,Flying Carpet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=221106,Mark Tedin,,R,Revised Edition
,Flying Carpet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=221106,Mark Tedin,,U,Arabian Nights
201,Flying Carpet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=221106,Mark Tedin,,C,Masters Edition IV
285,Flying Carpet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=221106,Mark Tedin,,R,Classic Sixth Edition
,Flying Men,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=107291,Christopher Rush,Blue,C,Arabian Nights
20,Flying Men,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=107291,Christopher Rush,Blue,S,"Time Spiral ""Timeshifted"""
114,Fodder Launch,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=146447,Nils Hamm,Black,U,Lorwyn
,Fog,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202617,Jesper Myrfors,Green,C,Fourth Edition
,Fog,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202617,Jesper Myrfors,Green,C,Revised Edition
,Fog,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202617,Jesper Myrfors,Green,C,Unlimited Edition
,Fog,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202617,Jesper Myrfors,Green,C,Limited Edition Beta
,Fog,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202617,Jesper Myrfors,Green,C,Limited Edition Alpha
153,Fog,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202617,Jesper Myrfors,Green,C,Masters Edition IV
31,Fold into AEther,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=51631,Anthony S. Waters,Blue,U,Fifth Dawn
97,Font of Ire,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=380419,Zack Stella,Red,C,Journey into Nyx
,Foratog,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=45424,Mark Poole,Green,U,Mirage
249,Foratog,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=45424,Mark Poole,Green,U,Eighth Edition
,Forbidden Lore,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184573,Christopher Rush,Green,R,Ice Age
163,Forbidden Lore,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184573,Christopher Rush,Green,U,Masters Edition II
,Forbidden Ritual,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3617,Christopher Rush,Black,R,Visions
,Force of Nature,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3977,Pete Venters,Green,R,Fifth Edition
,Force Void,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2506,Mark Tedin,Blue,U,Ice Age
,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Fourth Edition
,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Fourth Edition
,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Fourth Edition
,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Revised Edition
,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Revised Edition
,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Revised Edition
,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Unlimited Edition
,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Unlimited Edition
,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Unlimited Edition
,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Limited Edition Beta
,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Limited Edition Beta
,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Limited Edition Beta
,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Limited Edition Alpha
,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Limited Edition Alpha
28,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Duel Decks: Garruk vs. Liliana
31,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Duel Decks: Elves vs. Goblins
89,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Anthony S. Waters,,L,Duel Decks: Izzet vs. Golgari
154,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Mark Tedin,,L,Mirrodin Besieged
155,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Mark Tedin,,L,Mirrodin Besieged
169,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Mark Tedin,,L,Planechase
174,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Mark Tedin,,L,New Phyrexia
175,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Mark Tedin,,L,New Phyrexia
193,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Masters Edition
194,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Masters Edition
195,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Christopher Rush,,L,Masters Edition
246,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Theros
246,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Mark Tedin,,L,Scars of Mirrodin
246,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Magic 2011
247,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Mark Tedin,,L,Scars of Mirrodin
248,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Mark Tedin,,L,Scars of Mirrodin
249,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Mark Tedin,,L,Scars of Mirrodin
298,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Time Spiral
299,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Shadowmoor
299,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Lorwyn
303,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Champions of Kamigawa
303,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Mark Tedin,,L,Mirrodin
304,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Champions of Kamigawa
304,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Mirrodin
305,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Anthony S. Waters,,L,Ravnica: City of Guilds
305,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Champions of Kamigawa
306,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Champions of Kamigawa
315,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Magic: The Gathering-Commander
318,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Anthony S. Waters,,L,Magic: The Gathering-Commander
329,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Seventh Edition
334,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Commander 2014
347,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Anthony S. Waters,,L,Urza's Saga
348,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Odyssey
348,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Mercadian Masques
348,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Anthony S. Waters,,L,Urza's Saga
349,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Mercadian Masques
349,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Anthony S. Waters,,L,Urza's Saga
350,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Anthony S. Waters,,L,Urza's Saga
353,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Commander 2013 Edition
380,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Anthony S. Waters,,L,Tenth Edition
382,Forest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=393954,Rob Alexander,,L,Tenth Edition
12,Forest,=PROMO,Anthony S. Waters,,Special,Arena League
6,Forest,=PROMO,Christopher Rush,,Special,Asia Pacific Land Program
1,Forest,=PROMO,Pete Venters,,Special,Asia Pacific Land Program
10,Forfend,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=157431,Franz Vohwinkel,White,C,Morningtide
57,Forgotten Ancient,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=220583,Mark Tedin,Green,R,Archenemy
73,Forgotten Ancient,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=220583,Mark Tedin,Green,R,Planechase
120,Forgotten Ancient,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=220583,Mark Tedin,Green,R,Scourge
,Formation,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2685,Ken Meyer Jr.,White,R,Ice Age
,Foul Spirit,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=221495,rk post,Black,U,Portal Second Age
81,Foul Spirit,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=221495,rk post,Black,C,Masters Edition IV
24,Fowl Play,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=5822,Mark Poole,Blue,C,Unglued
97,Fraction Jackson,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=74301,Mark Poole,Green,R,Unhinged
111,Fractured Powerstone,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=265151,Rob Alexander,,C,Planechase 2012 Edition
13,Frankie Peanuts,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=73950,Thomas M. Baxa,White,R,Unhinged
25,Frazzle,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=96890,Pete Venters,Blue,U,Guildpact
108,Freyalise's Radiance,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=122059,Thomas M. Baxa,Green,U,Coldsnap
,Freyalise's Winds,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=201217,Mark Tedin,Green,R,Ice Age
119,Freyalise's Winds,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=201217,Mark Tedin,Green,R,Masters Edition III
130,Frontier Mastodon,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=391839,Nils Hamm,Green,C,Fate Reforged
188,Fulminator Mage,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397686,rk post,Black/Red,R,Shadowmoor
193,Fulminator Mage,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397686,rk post,Black/Red,R,Modern Masters 2015 Edition
63,Fume Spitter,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209005,Nils Hamm,Black,C,Scars of Mirrodin
128,Fungal Behemoth,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=124065,Mark Tedin,Green,R,Planar Chaos
,Fyndhorn Bow,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2404,Rob Alexander,,U,Ice Age
,Fyndhorn Druid,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3136,Rob Alexander,Green,C,Alliances
,Fyndhorn Druid,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3136,Rob Alexander,Green,C,Alliances
,Fyndhorn Elder,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2567,Christopher Rush,Green,U,Ice Age
,Gaea's Avenger,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202448,Pete Venters,Green,R,Antiquities
155,Gaea's Avenger,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202448,Pete Venters,Green,U,Masters Edition IV
,Gaea's Touch,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=201211,Mark Poole,Green,C,The Dark
120,Gaea's Touch,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=201211,Mark Poole,Green,U,Masters Edition III
49,Gainsay,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=373682,Clint Cearley,Blue,U,Theros
23,Gallantry,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=28755,Mark Tedin,White,U,Odyssey
,Gangrenous Zombies,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184627,Brian Snoddy,Black,C,Ice Age
92,Gangrenous Zombies,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184627,Brian Snoddy,Black,C,Masters Edition II
16,Garruk Wildspeaker,=PROMO,Nils Hamm,2GG,Special,Media Inserts
210,"Garruk, Apex Predator",http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383251,Tyler Jacobson,Black/Green,M,Magic 2015 Core Set
175,Garruk's Packleader,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383165,Nils Hamm,Green,U,Magic 2013
177,Garruk's Packleader,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383165,Nils Hamm,Green,U,Magic 2011
283,Garruk's Packleader,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383165,Nils Hamm,Green,U,Magic 2015 Core Set
174,Gate to the AEther,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=46721,Pete Venters,,R,Mirrodin
,Gauntlet of Might,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202629,Christopher Rush,,R,Unlimited Edition
,Gauntlet of Might,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202629,Christopher Rush,,R,Limited Edition Beta
,Gauntlet of Might,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202629,Christopher Rush,,R,Limited Edition Alpha
202,Gauntlet of Might,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202629,Christopher Rush,,R,Masters Edition IV
72,Gaze of Granite,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=369095,Nils Hamm,Black/Green,R,Dragon's Maze
17,Geist-Honored Monk,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389533,Clint Cearley,White,R,Innistrad
72,Geist-Honored Monk,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389533,Clint Cearley,White,R,Commander 2014
122,Genesis Chamber,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=46160,Mark Tedin,,U,Darksteel
,Ghazb n Ogre,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159127,Jesper Myrfors,Green,C,Chronicles
,Ghazb n Ogre,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159127,Jesper Myrfors,Green,C,Arabian Nights
120,Ghazb n Ogre,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159127,Jesper Myrfors,Green,C,Masters Edition
83,Ghostly Changeling,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397705,Chuck Lukacs,Black,C,Modern Masters 2015 Edition
116,Ghostly Changeling,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397705,Chuck Lukacs,Black,U,Lorwyn
173,Giant Mantis,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=401896,Lake Hurwitz,Green,C,Battle for Zendikar
,Giant Spider,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3983,Brian Snoddy,Green,C,Fifth Edition
,Giant Strength,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382953,Pete Venters,Red,C,Tempest
163,Giant Strength,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=382953,Pete Venters,Red,C,Vintage Masters
152,Gilder Bairn,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=152046,Nils Hamm,Blue/Green,U,Eventide
108,Giltspire Avenger,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=186614,Chris Rahn,White/Blue/Green,R,Conflux
225,Glacial Fortress,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=249722,Franz Vohwinkel,,R,Magic 2013
225,Glacial Fortress,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=249722,Franz Vohwinkel,,R,Magic 2011
226,Glacial Fortress,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=249722,Franz Vohwinkel,,R,Magic 2010
227,Glacial Fortress,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=249722,Franz Vohwinkel,,R,Magic 2012
,Glaciers,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2730,Mark Tedin,White/Blue,R,Ice Age
171,Glarewielder,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=145981,Nils Hamm,Red,U,Lorwyn
7,Glassdust Hulk,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397807,Franz Vohwinkel,White/Blue,C,Alara Reborn
177,Glassdust Hulk,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397807,Franz Vohwinkel,White/Blue,U,Modern Masters 2015 Edition
96,"Glissa, the Traitor",http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=214072,Chris Rahn,Black/Green,M,Mirrodin Besieged
110,Glissa's Scorn,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=194171,Nils Hamm,Green,C,New Phyrexia
117,Gloomwidow,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=147375,Mark Tedin,Green,U,Shadowmoor
118,Gloomwidow's Feast,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=154394,Thomas M. Baxa,Green,C,Shadowmoor
81,Glowing Anemone,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=19803,Pete Venters,Blue,U,Mercadian Masques
134,Gluttonous Zombie,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=84064,Thomas M. Baxa,Black,U,Ninth Edition
136,Gluttonous Zombie,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=84064,Thomas M. Baxa,Black,U,Eighth Edition
151,Gluttonous Zombie,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=84064,Thomas M. Baxa,Black,U,Onslaught
